,Symbol,Company Name,Market Cap,% Change,Volume,Revenue
716,CYT,"Cyteir Therapeutics, Inc.",108.71M,-2.27%,939570,-
717,CVM,CEL-SCI Corporation,108.50M,-4.74%,300798,-
718,OTLK,"Outlook Therapeutics, Inc.",107.23M,43.80%,2252201,-
719,LIFW,"MSP Recovery, Inc.",106.73M,0.99%,339305,8.60M
720,ASRT,"Assertio Holdings, Inc.",106.40M,2.75%,1807704,152.07M
721,SHLT,SHL Telemedicine Ltd.,104.92M,-0.85%,3678,57.10M
722,SY,So-Young International Inc.,103.26M,1.39%,64716,197.06M
723,CMRX,"Chimerix, Inc.",102.59M,0.88%,271760,324.00K
724,PETS,"PetMed Express, Inc.",102.56M,2.11%,536430,270.52M
725,VANI,"Vivani Medical, Inc.",100.61M,7.65%,571158,-
726,KRMD,"KORU Medical Systems, Inc.",100.56M,0.46%,277374,28.52M
727,ATHA,"Athira Pharma, Inc.",100.42M,1.95%,512660,-
728,MYO,"Myomo, Inc.",99.99M,4.07%,138995,19.24M
729,VIGL,"Vigil Neuroscience, Inc.",99.02M,21.38%,161462,-
730,ETON,"Eton Pharmaceuticals, Inc.",98.90M,-13.68%,196130,32.64M
731,RNAC,"Cartesian Therapeutics, Inc.",97.17M,8.41%,1638239,26.00M
732,PLX,"Protalix BioTherapeutics, Inc.",97.03M,-2.92%,577845,65.49M
733,BWAY,BrainsWay Ltd.,96.66M,2.47%,65817,31.79M
734,SPRO,"Spero Therapeutics, Inc.",96.43M,2.87%,1032034,103.78M
735,ANVS,"Annovis Bio, Inc.",96.17M,1.91%,113924,-
736,BRNS,Barinthus Biotherapeutics plc,95.52M,-1.02%,9239,7.26M
737,CRVS,"Corvus Pharmaceuticals, Inc.",94.15M,1.06%,172619,-
738,CARM,"Carisma Therapeutics, Inc.",93.63M,-6.07%,232209,10.63M
739,LTRN,Lantern Pharma Inc.,93.47M,18.37%,741156,-
740,CUE,"Cue Biopharma, Inc.",93.41M,1.97%,261696,3.82M
741,IFRX,InflaRx N.V.,93.04M,3.95%,123709,60.80K
742,ELUT,Elutia Inc.,92.79M,1.23%,16480,24.75M
743,CRDL,Cardiol Therapeutics Inc.,92.68M,7.04%,126952,-
744,PRPH,"ProPhase Labs, Inc.",90.95M,3.70%,26985,62.71M
745,PMVP,"PMV Pharmaceuticals, Inc.",90.54M,6.67%,898288,-
746,ANTX,"AN2 Therapeutics, Inc.",90.41M,-1.32%,440704,-
747,EQ,"Equillium, Inc.",89.20M,-0.39%,143073,42.63M
748,VAXX,"Vaxxinity, Inc.",88.98M,7.76%,365050,-
749,ALVR,"AlloVir, Inc.",88.84M,7.18%,992126,-
750,RVPH,"Reviva Pharmaceuticals Holdings, Inc.",87.94M,9.00%,309765,-
751,DCTH,"Delcath Systems, Inc.",87.52M,6.72%,802903,2.17M
752,MDXH,MDxHealth SA,86.17M,-6.32%,27248,70.19M
753,IMRX,Immuneering Corporation,84.92M,-34.14%,3554759,-
754,VERU,Veru Inc.,84.90M,-3.35%,1563339,16.30M
755,TRIB,Trinity Biotech plc,83.67M,3.70%,8302,61.44M
756,PASG,"Passage Bio, Inc.",83.40M,20.00%,202593,-
757,BLRX,BioLineRx Ltd.,83.31M,-2.54%,75935,-
758,ACRS,"Aclaris Therapeutics, Inc.",82.98M,1.74%,1057180,31.25M
759,BTAI,"BioXcel Therapeutics, Inc.",81.42M,-6.62%,1452327,1.24M
760,PSNL,"Personalis, Inc.",81.31M,1.90%,225915,73.48M
761,TIL,"Instil Bio, Inc.",80.71M,-0.48%,7088,-
762,MURA,Mural Oncology plc,80.28M,-0.21%,367434,-
763,INCR,InterCure Ltd.,79.75M,5.71%,73207,112.41M
764,EGRX,"Eagle Pharmaceuticals, Inc.",78.40M,1.68%,326363,257.55M
765,HYPR,"Hyperfine, Inc.",78.04M,8.26%,59010,9.77M
766,LVTX,LAVA Therapeutics N.V.,77.55M,7.66%,549649,9.63M
767,MIST,Milestone Pharmaceuticals Inc.,77.07M,2.11%,317951,4.50M
768,ENLV,Enlivex Therapeutics Ltd.,76.44M,-0.24%,16108,-
769,IKNA,"Ikena Oncology, Inc.",75.77M,7.53%,568375,9.16M
770,VNRX,VolitionRx Limited,75.54M,6.67%,79319,651.04K
771,NVNO,enVVeno Medical Corporation,75.51M,4.94%,75090,-
772,ONCY,Oncolytics Biotech Inc.,74.58M,-3.05%,398261,-
773,CSBR,"Champions Oncology, Inc.",74.36M,1.11%,2388,49.22M
774,ASXC,"Asensus Surgical, Inc.",74.17M,-3.11%,516299,5.61M
775,ELYM,"Eliem Therapeutics, Inc.",74.17M,-3.23%,2718,-
776,DTIL,"Precision BioSciences, Inc.",73.98M,3.30%,104044,52.29M
777,GNTA,Genenta Science S.p.A.,72.87M,-,203,-
778,IMMX,"Immix Biopharma, Inc.",72.52M,-7.04%,458547,-
779,CNTB,Connect Biopharma Holdings Limited,71.59M,11.11%,115203,-
780,HOOK,HOOKIPA Pharma Inc.,71.15M,4.60%,456721,20.55M
781,NUTX,"Nutex Health, Inc.",70.80M,1.37%,2334146,231.70M
782,RZLT,"Rezolute, Inc.",70.53M,-2.20%,283554,-
783,EYEN,"Eyenovia, Inc.",70.15M,-1.24%,645891,1.20K
784,BNR,Burning Rock Biotech Limited,69.82M,-2.72%,13690,76.83M
785,MLEC,Moolec Science SA,69.78M,3.57%,6843,-
786,ALGS,"Aligos Therapeutics, Inc.",69.73M,5.96%,1045565,15.53M
787,GANX,"Gain Therapeutics, Inc.",69.50M,0.23%,128167,55.18K
788,CGTX,"Cognition Therapeutics, Inc.",69.42M,2.25%,274367,-
789,KRON,"Kronos Bio, Inc.",67.65M,1.75%,273506,4.00M
790,TPST,"Tempest Therapeutics, Inc.",66.02M,6.12%,682621,-
791,INTS,"Intensity Therapeutics, Inc.",65.94M,15.62%,104425,-
792,ANEB,"Anebulo Pharmaceuticals, Inc.",65.87M,4.53%,1984,-
793,AFMD,Affimed N.V.,65.71M,3.86%,75028,20.23M
794,MGRM,"Monogram Orthopaedics, Inc.",65.38M,4.48%,44421,365.00K
795,MTNB,"Matinas BioPharma Holdings, Inc.",65.18M,26.00%,3305741,4.28M
796,ASMB,"Assembly Biosciences, Inc.",65.11M,-0.41%,16159,-
797,ENZ,"Enzo Biochem, Inc.",64.54M,-3.97%,141949,12.81M
798,DERM,Journey Medical Corporation,64.22M,-2.02%,106231,79.89M
799,KZR,"Kezar Life Sciences, Inc.",64.06M,3.53%,874375,7.00M
800,ATRA,"Atara Biotherapeutics, Inc.",63.82M,-1.46%,1463746,4.54M
801,MNOV,"MediciNova, Inc.",63.76M,-4.41%,74819,1.00M
802,RGC,Regencell Bioscience Holdings Limited,63.63M,-4.24%,1039,-
803,TSBX,Turnstone Biologics Corp.,63.51M,9.93%,795365,81.89M
804,GEG,"Great Elm Group, Inc.",63.26M,6.00%,34183,11.05M
805,CDTX,"Cidara Therapeutics, Inc.",62.06M,6.85%,1338251,56.54M
806,APYX,Apyx Medical Corporation,62.01M,5.92%,56150,50.30M
807,SSIC,Silver Spike Investment Corp.,61.16M,-0.30%,8967,7.76M
808,BEAT,"HeartBeam, Inc.",60.82M,4.33%,154572,-
809,CRIS,"Curis, Inc.",60.71M,1.08%,11295,10.02M
810,NEUE,NeueHealth Inc,60.70M,9.03%,36903,1.88B
811,RLYB,Rallybio Corporation,60.31M,1.57%,196432,-
812,PDEX,"Pro-Dex, Inc.",60.22M,-1.44%,9121,48.24M
813,LPTX,"Leap Therapeutics, Inc.",58.29M,0.45%,148251,-
814,AVRO,"AVROBIO, Inc.",58.06M,2.36%,491509,-
815,THTX,Theratechnologies Inc.,57.93M,6.78%,15197,59.25M
816,AMIX,"Autonomix Medical, Inc.",57.75M,-12.03%,62184,-
817,SRTS,"Sensus Healthcare, Inc.",57.64M,-4.86%,245717,24.94M
818,RBOT,Vicarious Surgical Inc.,57.38M,17.21%,943922,-
819,CLGN,CollPlant Biotechnologies Ltd.,57.38M,-4.57%,2469,10.72M
820,PRE,Prenetics Global Limited,56.88M,-0.43%,70636,68.79M
821,MODD,"Modular Medical, Inc.",56.71M,1.10%,169274,-
822,CTCX,Carmell Therapeutics Corporation,56.55M,6.06%,4040,25.65M
823,ICCM,IceCure Medical Ltd,56.25M,-2.44%,80207,2.91M
824,ICU,SeaStar Medical Holding Corporation,56.00M,4.02%,4658425,-
825,XAIR,"Beyond Air, Inc.",55.50M,2.67%,372538,689.00K
826,SABS,"SAB Biotherapeutics, Inc.",55.35M,-8.00%,70620,4.09M
827,RPHM,"Reneo Pharmaceuticals, Inc.",55.30M,3.75%,270840,-
828,BNGO,"Bionano Genomics, Inc.",55.24M,-0.98%,1211253,36.12M
829,HCWB,HCW Biologics Inc.,54.37M,6.25%,63128,576.02K
830,SCYX,"SCYNEXIS, Inc.",53.95M,-3.33%,361330,135.87M
831,APLM,"Apollomics, Inc.",53.78M,0.33%,161426,-
832,LUCD,Lucid Diagnostics Inc.,53.76M,-0.89%,352533,1.50M
833,NSPR,"InspireMD, Inc.",53.72M,-4.58%,24720,6.21M
834,MLSS,Milestone Scientific Inc.,53.60M,4.70%,188611,9.81M
835,AONC,"American Oncology Network, Inc.",53.48M,2.89%,10320,-
836,FIXX,"Homology Medicines, Inc.",53.23M,-1.25%,149944,1.16M
837,CRVO,CervoMed Inc.,52.43M,8.11%,25163,1.53M
838,RNLX,Renalytix Plc,51.56M,-2.16%,200303,2.41M
839,CLNN,Clene Inc.,51.37M,-4.76%,557418,654.00K
840,UNCY,"Unicycive Therapeutics, Inc.",50.74M,1.39%,344346,-
841,AADI,"Aadi Bioscience, Inc.",50.34M,5.85%,506738,24.35M
842,ELTX,"Elicio Therapeutics, Inc.",50.33M,-4.58%,31967,-
843,TLSA,Tiziana Life Sciences Ltd,50.12M,-0.66%,25977,-
844,QNCX,"Quince Therapeutics, Inc.",49.73M,-,22401,-
845,BGXX,Bright Green Corporation,49.52M,1.11%,1721522,-
846,LEXX,Lexaria Bioscience Corp.,49.42M,1.30%,448047,276.01K
847,NKGN,"NKGen Biotech, Inc.",49.41M,5.38%,535240,77.00K
848,INAB,"IN8bio, Inc.",49.35M,-1.72%,253721,-
849,IXHL,Incannex Healthcare Limited,49.04M,0.97%,281148,-
850,ENTX,Entera Bio Ltd.,48.61M,-,16329,-
851,CARA,"Cara Therapeutics, Inc.",47.99M,11.65%,738032,20.97M
852,CTSO,Cytosorbents Corporation,47.88M,-9.27%,522785,36.35M
853,DHAI,"DIH Holdings US, Inc.",47.84M,11.32%,934429,13.17M
854,SLS,"SELLAS Life Sciences Group, Inc.",47.84M,-29.03%,7236559,-
855,CKPT,"Checkpoint Therapeutics, Inc.",47.62M,3.78%,292206,171.00K
856,BCTX,BriaCell Therapeutics Corp.,47.46M,-1.67%,45900,-
857,OKYO,OKYO Pharma Limited,47.20M,3.87%,41845,-
858,CYTH,"Cyclo Therapeutics, Inc.",47.18M,6.45%,208918,951.81K
859,OCUP,"Ocuphire Pharma, Inc.",47.15M,0.53%,249409,19.05M
860,CCEL,"Cryo-Cell International, Inc.",46.82M,1.25%,22467,31.34M
861,DARE,"Daré Bioscience, Inc.",46.17M,2.90%,148682,1.00M
862,CADL,"Candel Therapeutics, Inc.",45.11M,-3.85%,63597,-
863,ACHL,Achilles Therapeutics plc,44.86M,-0.90%,329524,-
864,LNSR,"LENSAR, Inc.",44.21M,14.12%,34576,42.16M
865,MDAI,"Spectral AI, Inc.",44.16M,16.94%,21131242,38.14M
866,VTVT,vTv Therapeutics Inc.,43.79M,5.57%,20000,-
867,OWLT,"Owlet, Inc.",43.57M,2.77%,44591,54.01M
868,DYAI,"Dyadic International, Inc.",43.22M,-1.32%,46514,2.96M
869,ESLA,"Estrella Immunopharma, Inc.",42.95M,7.77%,33015,-
870,CLRB,"Cellectar Biosciences, Inc.",42.76M,2.96%,937425,-
871,EVGN,Evogene Ltd.,42.69M,7.40%,33446,5.64M
872,RGLS,Regulus Therapeutics Inc.,42.67M,-13.70%,1466323,-
873,GMDA,Gamida Cell Ltd.,42.39M,-1.66%,1016235,673.00K
874,CASI,"CASI Pharmaceuticals, Inc.",42.36M,-8.88%,125698,42.26M
875,DRIO,DarioHealth Corp.,42.24M,1.33%,56598,23.55M
876,BOLT,"Bolt Biotherapeutics, Inc.",42.14M,0.91%,134199,7.20M
877,TARA,"Protara Therapeutics, Inc.",42.08M,3.08%,105981,-
878,NRXP,"NRx Pharmaceuticals, Inc.",42.06M,6.83%,942721,-
879,ICAD,"iCAD, Inc.",41.90M,-1.24%,248340,22.21M
880,RPID,"Rapid Micro Biosystems, Inc.",41.65M,-1.76%,24472,22.52M
881,DXR,Daxor Corporation,40.73M,0.12%,401,-2.00M
882,FEMY,Femasys Inc.,40.70M,9.30%,1101862,1.09M
883,ICCC,ImmuCell Corporation,40.69M,2.14%,3005,16.29M
884,NXTC,"NextCure, Inc.",40.46M,-1.36%,42528,-
885,LFWD,ReWalk Robotics Ltd,40.10M,11.99%,169584,13.85M
886,PLUR,Pluri Inc.,40.02M,6.94%,37306,357.00K
887,RMTI,"Rockwell Medical, Inc.",39.89M,0.72%,189373,80.83M
888,ECOR,"electroCore, Inc.",39.86M,9.03%,17533,16.03M
889,CUTR,"Cutera, Inc.",39.72M,2.05%,706895,230.18M
890,MRKR,"Marker Therapeutics, Inc.",39.38M,-1.12%,5556,9.06M
891,BIMI,BIMI International Medical Inc.,39.35M,10.20%,4915,5.85M
892,IRIX,IRIDEX Corporation,39.16M,-6.95%,94837,54.61M
893,VIRX,"Viracta Therapeutics, Inc.",39.12M,2.68%,37755,-
894,BIVI,BioVie Inc.,38.74M,6.00%,667681,-
895,DRRX,DURECT Corporation,38.48M,-5.84%,211493,9.19M
896,ELDN,"Eledon Pharmaceuticals, Inc.",37.97M,-3.75%,55483,-
897,IPA,ImmunoPrecise Antibodies Ltd.,37.89M,-9.43%,344927,17.67M
898,ACXP,"Acurx Pharmaceuticals, Inc.",37.45M,0.37%,116105,-
899,AWH,Aspira Women's Health Inc.,37.42M,-2.17%,10106,9.18M
900,PMN,"ProMIS Neurosciences, Inc.",37.20M,-3.05%,5582,-
901,EFTR,"eFFECTOR Therapeutics, Inc.",37.07M,1.94%,108472,675.00K
902,APM,Aptorum Group Limited,36.79M,4.87%,2034653,1.20M
903,OMIC,"Singular Genomics Systems, Inc.",36.69M,-0.22%,41621,2.60M
904,RVP,"Retractable Technologies, Inc.",36.52M,-1.64%,61877,41.99M
905,FBIO,"Fortress Biotech, Inc.",35.01M,15.18%,663869,80.97M
906,HLTH,Cue Health Inc.,34.87M,-10.82%,1554994,70.94M
907,POCI,"Precision Optics Corporation, Inc.",34.83M,2.09%,1530,19.22M
908,MEDS,"TRxADE HEALTH, Inc.",34.70M,-1.20%,97462,9.09M
909,CLDI,"Calidi Biotherapeutics, Inc.",34.43M,4.60%,30840,-
910,EUDA,EUDA Health Holdings Limited,33.99M,16.08%,55126,-
911,SPRB,"Spruce Biosciences, Inc.",33.15M,-0.32%,7361537,7.20M
912,CODX,"Co-Diagnostics, Inc.",32.72M,-10.08%,196311,6.81M
913,ACST,Acasti Pharma Inc.,31.77M,-1.17%,10660,-
914,STRM,"Streamline Health Solutions, Inc.",31.32M,8.38%,143380,23.98M
915,INKT,"MiNK Therapeutics, Inc.",30.72M,0.51%,37625,-
916,BIOR,"Biora Therapeutics, Inc.",29.39M,3.70%,334641,18.00K
917,SLGL,Sol-Gel Technologies Ltd.,29.09M,-0.56%,4295,1.55M
918,VYNE,VYNE Therapeutics Inc.,28.34M,-2.43%,39194,424.00K
919,HUGE,FSD Pharma Inc.,28.15M,-2.47%,79933,-
920,CDIO,"Cardio Diagnostics Holdings, Inc.",27.85M,-3.82%,288623,12.71K
921,MOVE,Movano Inc.,27.77M,-12.53%,85315,-
922,XGN,Exagen Inc.,27.61M,-5.81%,68269,51.62M
923,SRZN,"Surrozen, Inc.",27.52M,-2.59%,2651,12.50M
924,NMTC,NeuroOne Medical Technologies Corporation,27.49M,-0.93%,68453,2.82M
925,ALRN,"Aileron Therapeutics, Inc.",27.26M,-0.89%,15111,-
926,ORGS,Orgenesis Inc.,26.95M,1.70%,85249,27.75M
927,ONMD,OneMedNet Corporation,26.90M,-0.75%,281419,1.57M
928,QTI,"QT Imaging Holdings, Inc.",26.80M,-,420135,708.24K
929,ATIP,"ATI Physical Therapy, Inc.",26.48M,2.72%,4119,699.02M
930,BFRG,"Bullfrog AI Holdings, Inc.",26.43M,2.20%,405140,75.00K
931,COCH,"Envoy Medical, Inc.",26.39M,21.65%,237205,380.00K
932,PYPD,PolyPid Ltd.,26.34M,7.86%,40,-
933,TCRT,"Alaunos Therapeutics, Inc.",26.31M,4.27%,52786,15.00K
934,IINN,Inspira Technologies Oxy B.H.N. Ltd.,26.03M,8.14%,146326,-
935,CERO,"CERo Therapeutics Holdings, Inc.",25.65M,-4.02%,244368,-
936,SNSE,"Sensei Biotherapeutics, Inc.",25.57M,3.06%,35910,-
937,MEIP,"MEI Pharma, Inc.",25.52M,-2.30%,25360,72.65M
938,CPIX,Cumberland Pharmaceuticals Inc.,25.52M,-,21716,39.55M
939,TXMD,"TherapeuticsMD, Inc.",25.38M,1.69%,14352,1.95M
940,UBX,"Unity Biotechnology, Inc.",25.18M,-,125701,-
941,LSTA,"Lisata Therapeutics, Inc.",25.17M,-,3084,-
942,PTN,"Palatin Technologies, Inc.",24.85M,2.67%,377312,7.10M
943,ABIO,"ARCA biopharma, Inc.",24.58M,-0.59%,35218,-
944,GDTC,CytoMed Therapeutics Limited,24.56M,-4.91%,3368,573.59K
945,LPCN,Lipocine Inc.,24.45M,-1.92%,44218,-2.85M
946,OCX,OncoCyte Corporation,24.45M,1.02%,8727,-2.36M
947,MRAI,"Marpai, Inc.",24.34M,12.24%,309360,36.08M
948,EKSO,"Ekso Bionics Holdings, Inc.",24.17M,-2.22%,141987,18.28M
949,DMTK,"DermTech, Inc.",23.92M,1.77%,174731,15.30M
950,ONCT,"Oncternal Therapeutics, Inc.",23.74M,1.71%,5617,785.00K
951,APTO,Aptose Biosciences Inc.,23.40M,8.57%,70109,-
952,APRE,"Aprea Therapeutics, Inc.",23.13M,14.00%,33426,569.16K
953,NEPH,"Nephros, Inc.",22.88M,-1.36%,21331,14.24M
954,NRBO,"NeuroBo Pharmaceuticals, Inc.",22.57M,1.10%,31074,-
955,QLI,Qilian International Holding Group Limited,22.34M,-5.74%,13951,46.47M
956,MAIA,"MAIA Biotechnology, Inc.",22.25M,6.11%,329479,-
957,RNXT,"RenovoRx, Inc.",22.21M,2.33%,47139,-
958,FBRX,"Forte Biosciences, Inc.",22.20M,-4.47%,30089,-
959,GLTO,"Galecto, Inc.",21.91M,7.18%,92447,-
960,LUMO,"Lumos Pharma, Inc.",21.89M,1.50%,33680,2.05M
961,MYNZ,Mainz Biomed B.V.,20.77M,1.96%,33587,-
962,CMAX,"CareMax, Inc.",20.75M,6.54%,53079,763.53M
963,NTRB,Nutriband Inc.,20.73M,6.06%,4764,2.09M
964,TTOO,"T2 Biosystems, Inc.",20.62M,3.98%,70102,11.00M
965,LABP,"Landos Biopharma, Inc.",20.41M,2.47%,2487,-
966,AKLI,"Akili, Inc.",20.32M,-1.35%,145512,1.68M
967,KALA,"Kala Pharmaceuticals, Inc.",20.28M,-0.40%,11851,-
968,AXDX,"Accelerate Diagnostics, Inc.",20.24M,-5.00%,144456,12.00M
969,NCNA,NuCana plc,20.22M,-10.77%,2096621,-
970,CCLD,"CareCloud, Inc.",20.00M,-5.26%,92046,121.18M
971,BIAF,"bioAffinity Technologies, Inc.",19.71M,7.34%,135331,321.49K
972,ITRM,Iterum Therapeutics plc,19.62M,0.69%,79398,-
973,NERV,"Minerva Neurosciences, Inc.",19.51M,1.45%,58672,-
974,CNTG,Centogene N.V.,19.51M,0.20%,3548,55.72M
975,MHUA,"Meihua International Medical Technologies Co., Ltd.",19.44M,3.23%,26930,96.70M
976,GYRE,"Gyre Therapeutics, Inc.",19.42M,-10.95%,77062,-
977,PPBT,Purple Biotech Ltd.,19.25M,3.71%,50932,-
978,CCM,Concord Medical Services Holdings Limited,19.15M,19.97%,1119,84.58M
979,NRSN,NeuroSense Therapeutics Ltd.,19.00M,-0.72%,116725,-
980,TNXP,Tonix Pharmaceuticals Holding Corp.,18.82M,-3.40%,1307997,3.99M
981,CHRO,Chromocell Therapeutics Corp,18.48M,-2.07%,24690,-
982,MBRX,"Moleculin Biotech, Inc.",18.04M,-7.67%,101633,-
983,NRXS,"NeurAxis, Inc.",17.98M,4.29%,14688,2.54M
984,BMRA,"Biomerica, Inc.",17.83M,2.91%,21067,5.50M
985,XLO,"Xilio Therapeutics, Inc.",17.80M,5.94%,85605,-
986,ONTX,"Onconova Therapeutics, Inc.",17.48M,-7.78%,109118,226.00K
987,TFFP,"TFF Pharmaceuticals, Inc.",17.43M,-3.28%,10198,932.32K
988,CNTX,Context Therapeutics Inc.,17.40M,-1.80%,41556,-
989,PMD,Psychemedics Corporation,17.17M,-1.33%,23980,22.80M
990,SSKN,"STRATA Skin Sciences, Inc.",17.13M,-6.00%,36506,35.27M
991,TCON,"TRACON Pharmaceuticals, Inc.",17.06M,-14.31%,6522516,12.05M
992,SYBX,"Synlogic, Inc.",17.00M,3.35%,17404,708.00K
993,MBOT,Microbot Medical Inc.,16.85M,-1.77%,225533,-
994,PHGE,BiomX Inc.,16.83M,3.63%,275475,-
995,PIRS,"Pieris Pharmaceuticals, Inc.",16.80M,-1.17%,338346,47.36M
996,PMCB,"PharmaCyte Biotech, Inc.",16.80M,-4.41%,29071,-
997,PETV,"PetVivo Holdings, Inc.",16.77M,-0.99%,30337,1.05M
998,TLIS,Talis Biomedical Corporation,16.57M,3.41%,5101,2.20M
999,INDP,"Indaptus Therapeutics, Inc.",16.31M,-2.09%,23275,-
1000,BCLI,Brainstorm Cell Therapeutics Inc.,16.31M,1.31%,448894,-
1001,SNTI,"Senti Biosciences, Inc.",16.23M,2.39%,36534,2.62M
1002,AYTU,"Aytu BioPharma, Inc.",16.20M,0.35%,11421,98.50M
1003,AMS,American Shared Hospital Services,16.19M,-3.20%,13807,20.66M
1004,PAVM,PAVmed Inc.,16.16M,-7.95%,38504,1.52M
1005,AIM,AIM ImmunoTech Inc.,16.12M,-1.05%,59374,193.00K
1006,IMRN,Immuron Limited,16.12M,2.50%,86177,2.43M
1007,MIRA,"MIRA Pharmaceuticals, Inc.",16.11M,-4.07%,234839,-
1008,XRTX,XORTX Therapeutics Inc.,16.01M,-7.57%,70998,-
1009,AIH,Aesthetic Medical International Holdings Group Limited,15.72M,-7.13%,2910,89.89M
1010,RDHL,RedHill Biopharma Ltd.,15.65M,-0.42%,389349,35.75M
1011,TBIO,"Telesis Bio, Inc.",15.54M,0.93%,113733,30.00M
1012,COCP,"Cocrystal Pharma, Inc.",15.46M,3.40%,10179,-
1013,ACOR,"Acorda Therapeutics, Inc.",15.40M,-3.80%,2942,111.12M
1014,ATHE,Alterity Therapeutics Limited,15.36M,-3.30%,22375,-
1015,NXGL,"NEXGEL, Inc.",14.87M,-,23528,3.53M
1016,MTEM,"Molecular Templates, Inc.",14.78M,-0.72%,12436,52.90M
1017,KPRX,"Kiora Pharmaceuticals, Inc.",14.66M,2.42%,50838,-
1018,TLPH,Talphera Inc.,14.58M,0.88%,35235,651.00K
1019,STRR,"Star Equity Holdings, Inc.",14.40M,-,38139,77.17M
1020,EVAX,Evaxion Biotech A/S,14.19M,1.36%,12358,-
1021,VBIV,VBI Vaccines Inc.,14.08M,-4.92%,44142,8.12M
1022,EDSA,"Edesa Biotech, Inc.",13.92M,2.33%,4527,-
1023,NNVC,"NanoViricides, Inc.",13.78M,2.56%,34494,-
1024,ETAO,"ETAO International Co., Ltd.",13.66M,-1.26%,24320,58.06M
1025,SEEL,"Seelos Therapeutics, Inc.",13.65M,-5.00%,282099,2.20M
1026,CANF,Can-Fite BioPharma Ltd.,13.46M,-0.93%,2100,793.00K
1027,BNTC,Benitec Biopharma Inc.,13.33M,-2.49%,6383,61.00K
1028,IKT,"Inhibikase Therapeutics, Inc.",13.05M,-0.94%,36421,324.07K
1029,COEP,"Coeptis Therapeutics, Inc.",12.76M,-3.93%,166494,-
1030,ELAB,"Elevai Labs, Inc.",12.67M,-8.02%,44396,1.03M
1031,COSM,Cosmos Health Inc.,12.47M,2.56%,865220,49.59M
1032,ABVC,"ABVC BioPharma, Inc.",12.46M,-2.50%,127869,152.43K
1033,ADXN,Addex Therapeutics Ltd,12.41M,2.99%,4590,2.24M
1034,DOMH,Dominari Holdings Inc.,12.23M,-1.42%,10012,1.03M
1035,BTCY,"Biotricity, Inc.",12.06M,4.07%,16852,11.63M
1036,NTBL,Notable Labs Inc.,11.70M,-0.63%,111079,-
1037,GRTX,"Galera Therapeutics, Inc.",11.49M,0.09%,325786,-
1038,ASLN,ASLAN Pharmaceuticals Limited,11.44M,4.00%,971318,12.00M
1039,NLSP,NLS Pharmaceutics AG,11.42M,-7.21%,99741,-
1040,LGVN,Longeveron Inc.,11.31M,-2.17%,58917,709.00K
1041,AKTX,"Akari Therapeutics, Plc",11.14M,-1.99%,3128,-
1042,CHEK,Check-Cap Ltd.,11.12M,-,6079,-
1043,FRES,Fresh2 Group Ltd,11.09M,19.51%,168588,2.35M
1044,ERNA,Eterna Therapeutics Inc.,11.04M,1.40%,10469,68.00K
1045,NDRA,ENDRA Life Sciences Inc.,11.04M,-3.85%,233932,-
1046,GENE,Genetic Technologies Limited,11.01M,2.67%,9804,5.78M
1047,CMMB,Chemomab Therapeutics Ltd.,10.89M,-3.58%,12288,-
1048,PRTG,Portage Biotech Inc.,10.88M,-2.05%,14681,-
1049,OSA,"ProSomnus, Inc.",10.87M,1.56%,96235,25.61M
1050,POAI,Predictive Oncology Inc.,10.73M,-0.38%,38873,1.81M
1051,ONVO,"Organovo Holdings, Inc.",10.54M,6.06%,233068,242.00K
1052,AEZS,Aeterna Zentaris Inc.,10.54M,8.50%,29317,6.86M
1053,SYRA,Syra Health Corp.,10.53M,-5.20%,78847,5.71M
1054,ICCT,iCoreConnect Inc.,10.47M,-7.14%,126578,7.75M
1055,GHSI,"Guardion Health Sciences, Inc.",10.35M,-0.98%,55696,12.04M
1056,MBIO,"Mustang Bio, Inc.",10.34M,-4.49%,118842,-
1057,BCDA,"BioCardia, Inc.",10.11M,-0.86%,138711,570.00K
1058,NVOS,"Novo Integrated Sciences, Inc.",10.09M,-0.88%,874086,13.04M
1059,TRVN,"Trevena, Inc.",10.08M,-0.40%,93006,3.21M
1060,HEPA,"Hepion Pharmaceuticals, Inc.",9.80M,11.33%,40672,-
1061,INBS,Intelligent Bio Solutions Inc.,9.73M,-2.01%,48530,2.88M
1062,MNPR,Monopar Therapeutics Inc.,9.68M,-8.31%,263210,-
1063,VCNX,"Vaccinex, Inc.",9.39M,-4.05%,13412,795.00K
1064,FLGC,Flora Growth Corp.,9.03M,10.00%,76534,70.37M
1065,BFRI,Biofrontera Inc.,8.91M,-11.43%,250372,34.07M
1066,CYCN,"Cyclerion Therapeutics, Inc.",8.81M,4.50%,972,-
1067,BRTX,"BioRestorative Therapies, Inc.",8.72M,3.10%,32855,130.20K
1068,PRPO,"Precipio, Inc.",8.66M,0.99%,2758,13.26M
1069,CVKD,"Cadrenal Therapeutics, Inc.",8.66M,0.24%,28324,-
1070,BNOX,Bionomics Limited,8.40M,0.98%,62532,15.21K
1071,FWBI,"First Wave BioPharma, Inc.",8.39M,-11.73%,147019,-
1072,HCTI,"Healthcare Triangle, Inc.",8.19M,2.70%,13372,37.44M
1073,HSCS,"Heart Test Laboratories, Inc.",8.15M,1.36%,1817192,18.60K
1074,IMNN,"Imunon, Inc.",7.72M,7.50%,35181,125.00K
